Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
356;Jeremías Gallard;ARG;FW;Talleres;Liga Profesional Argentina;19;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
379;Mariano Gerez;ARG;MF;Lanús;Liga Profesional Argentina;18;2006;1;1;45;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;3;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;16;18;88.9;219;62;11;11;100.0;5;5;100.0;0;1;0.0;0;0.0;0.0;0.0;0;1;0;0;3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;0;0;21;1;3;16;2;0;21;0;0;;0;;16;52;25;0;1;0;1;0;14;1;0;0;0;1;0;0;1;1;0;0;0;0;3;0;0;
385;Agustín Giay;ARG;DF;San Lorenzo;Liga Profesional Argentina;20;2004;3;3;270;3.0;1;0;1;1;0;0;0;0;0.8;0.8;0.1;0.9;7;14;7;0.33;0.00;0.33;0.33;0.33;0.31;0.03;0.34;0.31;0.34;6;1;16.7;2.00;0.33;0.17;1.00;20.7;0;0;0;0.8;0.8;0.13;+0.2;+0.2;93;122;76.2;1476;537;49;54;90.7;39;53;73.6;4;11;36.4;0;0.1;0.1;-0.1;2;9;1;1;14;11;4.38;6;1;0;1;3;0;0;0.00;0;0;0;0;0;0;3;2;1;1;1;3;4;75.0;1;1;1;0;0;3;3;0;147;4;25;63;59;5;147;7;3;42.9;2;28.6;75;435;263;7;8;0;4;1;81;7;0;0;0;5;9;0;6;0;2;0;0;0;5;2;2;50.0
388;Juan Giménez;ARG;DF;Rosario Central;Liga Profesional Argentina;17;2006;17;15;1,388;15.4;1;1;2;1;0;0;4;0;0.2;0.2;0.3;0.5;8;26;1;0.06;0.06;0.13;0.06;0.13;0.01;0.02;0.03;0.01;0.03;5;1;20.0;0.32;0.06;0.20;1.00;12.5;0;0;0;0.2;0.2;0.04;+0.8;+0.8;522;646;80.8;10385;4127;165;190;86.8;288;327;88.1;62;108;57.4;1;0.3;0.1;+0.7;3;22;0;0;26;8;0.52;5;1;0;2;0;0;1;0.06;0;0;0;1;0;0;36;25;23;12;1;20;29;69.0;9;26;11;15;25;61;59;0;835;89;473;349;22;14;835;12;10;83.3;2;16.7;442;2169;1292;8;2;0;12;8;449;1;4;0;0;21;9;0;3;25;25;0;1;0;71;31;25;55.4
400;Juan Goicochea;PER;FW;Platense;Liga Profesional Argentina;19;2005;1;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;3;66.7;21;0;2;3;66.7;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;3;0;0;1;2;1;3;0;0;;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;33.3
407;Lucas Gómez;ARG;MF;Arg Juniors;Liga Profesional Argentina;19;2004;9;6;547;6.1;0;0;0;0;0;0;4;0;0.2;0.2;0.0;0.3;8;17;14;0.00;0.00;0.00;0.00;0.00;0.04;0.01;0.05;0.04;0.05;7;1;14.3;1.15;0.16;0.00;0.00;25.9;0;0;0;0.2;0.2;0.03;-0.2;-0.2;188;218;86.2;3437;932;74;78;94.9;91;99;91.9;19;27;70.4;0;0.0;0.1;0.0;2;20;1;0;17;15;2.47;10;0;1;1;2;1;0;0.00;0;0;0;0;0;0;12;9;4;6;2;5;12;41.7;7;6;1;5;3;15;10;0;286;17;76;160;55;6;286;3;2;66.7;1;33.3;126;573;305;8;5;1;6;4;184;14;4;0;0;15;13;0;3;3;9;0;0;0;33;2;4;33.3
410;Matias Gomez;ARG;MF;Talleres;Liga Profesional Argentina;18;2005;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
411;Román Gómez;ARG;DF;Estudiantes–LP;Liga Profesional Argentina;19;2004;5;1;183;2.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;8;9;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;1;0;0.0;0.49;0.00;0.00;;17.3;0;0;0;0.0;0.0;0.03;0.0;0.0;57;86;66.3;922;436;30;35;85.7;19;27;70.4;6;18;33.3;0;0.0;0.0;0.0;0;7;1;1;8;1;0.49;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;5;3;3;2;0;4;8;50.0;4;1;1;0;5;10;6;0;109;5;35;52;24;2;109;5;4;80.0;1;20.0;45;272;143;2;4;0;1;0;52;9;0;0;0;2;4;0;4;5;3;0;0;0;7;0;4;0.0
420;Maxi González;ARG;MF;Lanús;Liga Profesional Argentina;19;2004;4;1;68;0.8;0;0;0;0;0;0;2;1;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;1;0;0.0;1.32;0.00;0.00;;13.0;0;0;0;0.0;0.0;0.02;0.0;0.0;12;20;60.0;158;54;8;12;66.7;4;5;80.0;0;1;0.0;0;0.0;0.0;0.0;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;1;1;100.0;0;1;0;1;1;2;2;0;31;2;8;20;3;1;31;0;0;;0;;9;38;20;0;0;0;1;1;16;0;2;1;1;5;1;0;0;1;1;0;0;0;4;1;3;25.0
421;Maxi González;ARG;MF;Defensa y Just;Liga Profesional Argentina;19;2004;5;2;168;1.9;0;0;0;0;0;0;0;1;0.0;0.0;0.0;0.0;1;5;3;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;1;0;0.0;0.54;0.00;0.00;;14.6;0;0;0;0.0;0.0;0.01;0.0;0.0;38;50;76.0;579;192;16;18;88.9;15;20;75.0;2;5;40.0;0;0.0;0.1;0.0;0;4;1;1;5;2;1.07;1;0;0;0;1;0;0;0.00;0;0;0;0;0;0;4;3;2;1;1;2;4;50.0;2;2;0;2;2;6;3;0;70;3;20;37;13;1;70;0;0;;0;;26;100;34;1;1;0;3;0;36;3;0;1;0;7;2;0;3;2;3;0;0;0;7;3;7;30.0
424;Dylan Gorosito;ARG;DF;Boca Juniors;Liga Profesional Argentina;17;2006;1;1;45;0.5;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.07;0.00;0.07;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;7;12;58.3;117;47;4;5;80.0;2;5;40.0;1;1;100.0;0;0.0;0.1;0.0;1;1;1;1;1;1;2.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;1;2;50.0;1;1;0;1;0;1;3;0;19;2;7;10;2;0;19;2;2;100.0;0;0.0;6;48;21;0;1;0;1;0;6;1;1;0;0;1;0;0;1;0;1;0;0;0;1;1;3;25.0
428;Tomas Guiacobini;ARG;MF;Sarmiento;Liga Profesional Argentina;19;2004;13;8;733;8.1;0;1;1;0;0;0;4;0;0.2;0.2;0.2;0.3;2;41;2;0.00;0.12;0.12;0.00;0.12;0.02;0.02;0.04;0.02;0.04;3;0;0.0;0.37;0.00;0.00;;24.3;0;0;0;0.2;0.2;0.06;-0.2;-0.2;232;302;76.8;4110;1433;92;112;82.1;111;135;82.2;21;39;53.8;1;0.2;0.2;+0.8;8;33;1;0;41;17;2.09;17;0;0;0;0;0;2;0.25;2;0;0;0;0;0;11;4;6;5;0;7;15;46.7;8;14;3;11;12;23;17;2;383;26;110;231;47;2;383;3;2;66.7;1;33.3;149;615;281;2;6;0;7;7;189;2;4;0;0;17;8;0;3;12;4;0;0;0;48;9;12;42.9
436;Gerónimo Heredia;ARG;MF,DF;Belgrano;Liga Profesional Argentina;18;2005;23;5;673;7.5;1;0;1;1;0;0;1;0;1.1;1.1;0.1;1.2;4;23;32;0.13;0.00;0.13;0.13;0.13;0.15;0.02;0.16;0.15;0.16;12;4;33.3;1.60;0.53;0.08;0.25;20.6;0;0;0;1.1;1.1;0.09;-0.1;-0.1;190;272;69.9;3052;1057;99;118;83.9;76;104;73.1;10;21;47.6;0;0.1;0.2;-0.1;4;12;1;0;23;17;2.27;10;2;2;1;1;1;3;0.40;2;0;1;0;0;0;26;15;12;9;5;11;23;47.8;12;9;2;7;10;36;14;0;387;14;111;170;110;15;387;14;5;35.7;7;50.0;186;800;395;4;10;1;23;15;213;32;1;0;0;13;7;0;13;10;15;0;0;0;41;6;11;35.3
438;Ramiro Hernandes;ARG;MF,DF;Belgrano;Liga Profesional Argentina;19;2004;5;1;164;1.8;1;0;1;1;0;0;0;0;0.1;0.1;0.0;0.2;6;12;16;0.55;0.00;0.55;0.55;0.55;0.08;0.02;0.10;0.08;0.10;1;1;100.0;0.55;0.55;1.00;1.00;12.0;0;0;0;0.1;0.1;0.14;+0.9;+0.9;45;68;66.2;721;279;24;34;70.6;15;18;83.3;4;5;80.0;0;0.0;0.1;0.0;1;11;2;1;12;4;2.20;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;6;2;2;4;0;3;6;50.0;3;3;0;3;3;9;1;0;101;1;13;53;38;5;101;10;5;50.0;5;50.0;63;359;229;6;2;2;4;3;59;16;0;0;0;4;4;0;3;3;2;0;0;0;10;2;8;20.0
442;Daniel Herrera;ARG;DF,MF;San Lorenzo;Liga Profesional Argentina;19;2004;9;3;321;3.6;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;1;13;0;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;2;1;50.0;0.56;0.28;0.00;0.00;13.4;0;0;0;0.1;0.1;0.03;-0.1;-0.1;98;137;71.5;2014;916;30;35;85.7;52;68;76.5;15;33;45.5;0;0.0;0.1;0.0;0;7;1;0;13;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;7;3;4;2;1;5;9;55.6;4;6;3;3;8;15;30;0;194;34;114;73;9;3;194;0;0;;0;;57;330;168;1;1;0;0;2;77;0;1;0;0;6;0;0;1;8;3;0;0;0;16;15;8;65.2
447;Santiago Hidalgo;ARG;FW,MF;Independiente;Liga Profesional Argentina;18;2005;15;8;729;8.1;1;2;3;1;0;0;3;0;3.4;3.4;1.4;4.8;22;18;65;0.12;0.25;0.37;0.12;0.37;0.42;0.17;0.59;0.42;0.59;30;14;46.7;3.70;1.73;0.03;0.07;14.9;2;0;0;3.4;3.4;0.11;-2.4;-2.4;116;170;68.2;1810;458;60;83;72.3;33;46;71.7;12;18;66.7;2;1.4;0.6;+0.6;11;17;6;1;18;22;2.72;12;0;2;4;3;1;2;0.25;2;0;0;0;0;0;21;15;6;8;7;14;25;56.0;11;14;0;14;1;22;7;0;330;6;26;128;186;52;330;50;13;26.0;35;70.0;196;1403;520;22;13;12;29;18;222;65;3;0;0;13;23;3;4;1;15;0;0;0;36;19;20;48.7
463;Elian Irala;ARG;MF;San Lorenzo;Liga Profesional Argentina;19;2004;22;19;1,574;17.5;2;0;2;2;0;0;2;1;0.6;0.6;0.2;0.8;20;66;31;0.11;0.00;0.11;0.11;0.11;0.03;0.01;0.05;0.03;0.05;14;3;21.4;0.80;0.17;0.14;0.67;24.6;0;0;0;0.6;0.6;0.04;+1.4;+1.4;562;739;76.0;9859;2339;259;327;79.2;219;253;86.6;62;107;57.9;0;0.2;0.3;-0.2;7;59;5;0;66;24;1.37;21;0;1;1;0;1;0;0.00;0;0;0;0;0;0;51;36;23;24;4;23;42;54.8;19;25;4;21;20;71;28;0;990;24;190;673;138;8;990;46;20;43.5;25;54.3;465;2404;941;20;12;0;41;22;538;31;2;1;0;18;24;0;10;20;36;0;0;0;132;36;28;56.3
469;Tomás Jacob;ARG;DF;Newell's OB;Liga Profesional Argentina;19;2004;11;7;642;7.1;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.1;3;18;1;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.01;0.02;4;2;50.0;0.56;0.28;0.00;0.00;20.7;0;0;0;0.1;0.1;0.02;-0.1;-0.1;229;286;80.1;4393;1509;78;101;77.2;124;140;88.6;22;32;68.8;0;0.0;0.0;0.0;1;13;0;0;18;6;0.84;4;1;0;1;0;0;0;0.00;0;0;0;0;0;0;17;10;10;7;0;10;13;76.9;3;9;3;6;12;29;23;0;358;44;186;155;20;3;358;7;7;100.0;0;0.0;193;839;474;3;6;0;3;0;194;1;2;0;0;5;6;0;3;12;10;0;0;0;31;12;12;50.0
470;Misael Jaime;ARG;FW,MF;Newell's OB;Liga Profesional Argentina;20;2004;3;0;81;0.9;0;1;1;0;0;0;0;0;0.0;0.0;0.1;0.1;1;2;4;0.00;1.11;1.11;0.00;1.11;0.00;0.06;0.06;0.00;0.06;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;16;28;57.1;262;72;7;12;58.3;7;10;70.0;1;3;33.3;1;0.1;0.1;+0.9;1;1;1;0;2;3;3.33;1;1;0;0;1;0;1;1.11;1;0;0;0;0;0;3;2;0;2;1;2;3;66.7;1;0;0;0;1;4;0;0;34;0;0;16;18;1;34;0;0;;0;;23;132;47;1;3;0;1;1;27;4;0;0;0;1;2;1;4;1;2;0;0;0;0;2;1;66.7
476;Agustín Juárez;ARG;FW,MF;Newell's OB;Liga Profesional Argentina;18;2005;4;0;51;0.6;1;0;1;1;0;0;0;0;0.4;0.4;0.0;0.4;0;0;1;1.76;0.00;1.76;1.76;1.76;0.62;0.00;0.62;0.62;0.62;1;1;100.0;1.76;1.76;1.00;1.00;8.7;0;0;0;0.4;0.4;0.35;+0.6;+0.6;7;11;63.6;47;2;4;7;57.1;1;2;50.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;1;1.76;0;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;16;1;2;8;7;1;16;2;1;50.0;1;50.0;9;61;26;0;0;0;0;0;11;1;0;0;0;0;3;1;0;0;0;0;0;0;3;2;1;66.7
477;Alex Juárez;ARG;MF,FW;Barracas Central;Liga Profesional Argentina;19;2004;8;2;248;2.8;0;0;0;0;0;0;2;1;0.5;0.5;0.5;1.1;7;5;12;0.00;0.00;0.00;0.00;0.00;0.19;0.20;0.39;0.19;0.39;8;3;37.5;2.90;1.09;0.00;0.00;21.9;0;0;0;0.5;0.5;0.07;-0.5;-0.5;70;105;66.7;1093;303;35;44;79.5;22;29;75.9;7;17;41.2;0;0.5;0.5;-0.5;5;7;0;0;5;10;3.64;8;0;0;0;2;0;0;0.00;0;0;0;0;0;0;3;3;1;2;0;0;0;;0;5;0;5;1;4;3;0;151;2;20;75;58;7;151;13;6;46.2;6;46.2;85;527;282;7;6;0;9;4;100;12;2;1;1;5;4;1;8;1;3;0;0;0;16;2;5;28.6
490;Jeremías Lázaro;ARG;MF,FW;Instituto;Liga Profesional Argentina;19;2004;12;0;231;2.6;1;1;2;1;0;0;0;0;0.5;0.5;1.4;1.9;9;8;14;0.39;0.39;0.78;0.39;0.78;0.21;0.54;0.75;0.21;0.75;7;2;28.6;2.73;0.78;0.14;0.50;17.6;0;0;0;0.5;0.5;0.08;+0.5;+0.5;59;77;76.6;810;205;38;42;90.5;15;25;60.0;3;5;60.0;1;1.4;0.7;-0.4;6;4;6;0;8;9;3.49;6;0;0;2;1;0;1;0.39;1;0;0;0;0;0;2;1;0;2;0;0;2;0.0;2;0;0;0;2;4;0;0;116;0;13;51;56;9;116;9;3;33.3;6;66.7;84;520;210;9;3;1;11;6;87;14;0;0;0;6;7;0;3;2;1;0;0;0;17;0;8;0.0
491;Martin Lazarte;ARG;MF;Banfield;Liga Profesional Argentina;18;2005;1;0;45;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;7;10;70.0;122;48;3;5;60.0;4;4;100.0;0;1;0.0;0;0.0;0.0;0.0;0;1;0;0;1;1;2.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;2;1;1;0;0;0;;0;0;0;0;1;3;0;0;15;0;3;8;4;0;15;3;0;0.0;3;100.0;7;68;13;0;0;0;0;0;10;4;0;0;0;0;0;0;1;1;2;0;0;0;1;0;1;0.0
496;Santiago Lencina;ARG;FW;River Plate;Liga Profesional Argentina;18;2005;1;0;7;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.43;0.43;0.00;0.43;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;8;11;72.7;71;19;4;5;80.0;1;1;100.0;0;0;;0;0.0;0.0;0.0;1;2;0;0;0;1;12.86;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;0;0;1;0;1;1;100.0;0;0;0;0;0;1;0;0;13;0;0;7;6;0;13;2;2;100.0;0;0.0;10;54;14;0;0;0;1;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
515;Santiago López;ARG;FW;Independiente;Liga Profesional Argentina;17;2006;16;12;951;10.6;1;0;1;1;0;0;5;1;1.2;1.2;0.8;2.1;30;31;94;0.09;0.00;0.09;0.09;0.09;0.12;0.08;0.20;0.12;0.20;12;5;41.7;1.14;0.47;0.08;0.20;16.2;0;0;0;1.2;1.2;0.10;-0.2;-0.2;164;254;64.6;2114;594;110;142;77.5;41;63;65.1;4;9;44.4;0;0.8;0.8;-0.8;16;7;8;2;31;35;3.32;24;0;6;2;2;1;3;0.28;1;0;2;0;0;0;27;19;3;11;13;7;19;36.8;12;10;0;10;4;31;4;0;422;2;43;164;225;43;422;69;29;42.0;40;58.0;275;1968;831;30;20;14;42;24;282;94;5;1;0;22;11;2;12;4;19;0;0;0;46;0;13;0.0
522;Jeremías Lucco;ARG;FW,MF;Belgrano;Liga Profesional Argentina;18;2005;8;2;284;3.2;1;0;1;1;0;0;1;0;0.3;0.3;0.1;0.5;8;11;18;0.32;0.00;0.32;0.32;0.32;0.11;0.04;0.14;0.11;0.14;4;3;75.0;1.27;0.95;0.25;0.33;13.8;0;0;0;0.3;0.3;0.08;+0.7;+0.7;73;107;68.2;1057;263;39;49;79.6;26;33;78.8;4;8;50.0;0;0.1;0.1;-0.1;3;8;1;0;11;7;2.22;3;2;1;0;1;0;0;0.00;0;0;0;0;0;0;9;5;3;2;4;2;6;33.3;4;6;0;6;0;9;2;0;154;1;22;69;65;6;154;8;2;25.0;6;75.0;88;459;220;8;5;2;13;5;103;18;1;0;0;3;4;2;9;0;5;0;0;0;18;0;10;0.0
523;Esteban Lucero;ARG;DF;Defensa y Just;Liga Profesional Argentina;18;2005;2;1;138;1.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;55;71;77.5;1165;382;16;16;100.0;30;33;90.9;9;18;50.0;0;0.0;0.0;0.0;0;5;0;0;3;1;0.66;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;4;3;3;1;0;2;2;100.0;0;2;0;2;2;6;9;1;93;17;55;39;0;0;93;0;0;;0;;45;183;131;1;1;1;1;0;48;0;0;0;0;0;0;0;0;2;3;0;0;1;7;8;3;72.7
528;Alex Luna;ARG;FW,MF;Independiente;Liga Profesional Argentina;19;2004;16;8;648;7.2;1;0;1;1;0;0;3;1;1.4;1.4;0.8;2.3;13;27;45;0.14;0.00;0.14;0.14;0.14;0.20;0.12;0.32;0.20;0.32;17;6;35.3;2.36;0.83;0.06;0.17;23.1;4;0;0;1.4;1.4;0.09;-0.4;-0.4;140;204;68.6;2304;682;70;92;76.1;49;67;73.1;15;25;60.0;0;0.8;0.6;-0.8;8;10;12;5;27;19;2.63;9;3;1;1;5;0;1;0.14;0;0;0;0;1;0;15;6;4;7;4;8;14;57.1;6;9;0;9;5;20;5;0;335;2;31;149;160;15;335;38;13;34.2;24;63.2;199;1089;397;13;13;4;30;26;218;45;3;1;0;15;23;2;28;5;6;1;0;0;32;7;5;58.3
552;Angelo Marchese;ARG;DF;Tigre;Liga Profesional Argentina;19;2004;5;4;378;4.2;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;16;19;15;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;2;0;0.0;0.48;0.00;0.00;;29.2;0;0;0;0.0;0.0;0.02;0.0;0.0;166;226;73.5;2392;1024;93;107;86.9;59;85;69.4;7;14;50.0;0;0.0;0.4;0.0;0;14;3;2;19;6;1.43;2;1;2;0;1;0;0;0.00;0;0;0;0;0;0;10;6;5;5;0;5;13;38.5;8;5;0;5;2;12;20;0;284;14;72;152;63;1;284;19;11;57.9;7;36.8;124;955;527;16;9;1;7;5;160;15;1;0;0;2;2;0;14;2;6;0;0;0;12;1;1;50.0
574;Rubén Martínez;ARG;MF;Independiente;Liga Profesional Argentina;19;2004;22;15;1,415;15.7;0;0;0;0;0;0;4;0;1.0;1.0;0.3;1.3;18;61;27;0.00;0.00;0.00;0.00;0.00;0.07;0.02;0.08;0.07;0.08;13;4;30.8;0.83;0.25;0.00;0.00;21.3;0;0;0;1.0;1.0;0.08;-1.0;-1.0;370;516;71.7;5879;1988;198;252;78.6;140;174;80.5;25;49;51.0;0;0.3;0.2;-0.3;4;42;5;1;61;19;1.21;10;0;1;2;4;2;3;0.19;1;0;0;1;0;1;45;25;14;26;5;19;42;45.2;23;23;0;23;20;65;19;1;695;26;152;422;128;15;695;18;11;61.1;7;38.9;326;1630;770;18;13;0;24;15;371;27;4;0;0;15;32;0;11;20;25;0;0;0;79;21;18;53.8
575;Santiago Martínez;ARG;MF;Godoy Cruz;Liga Profesional Argentina;20;2004;1;0;16;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
578;Franco Mastantuono;ARG;MF,FW;River Plate;Liga Profesional Argentina;16;2007;24;7;948;10.5;1;3;4;1;0;0;1;0;3.6;3.6;2.5;6.2;38;73;110;0.09;0.28;0.38;0.09;0.38;0.34;0.24;0.59;0.34;0.59;42;13;31.0;3.99;1.23;0.02;0.08;21.7;7;0;0;3.6;3.6;0.09;-2.6;-2.6;437;586;74.6;7483;1880;219;258;84.9;150;178;84.3;56;114;49.1;3;2.5;2.8;+0.5;29;47;17;2;73;63;5.96;38;12;3;4;5;1;5;0.47;3;1;0;1;0;0;22;14;1;18;3;7;15;46.7;8;8;0;8;1;23;3;0;772;4;39;375;374;55;772;76;36;47.4;38;50.0;492;3221;1276;38;27;13;42;24;578;110;1;0;0;11;22;4;60;1;14;0;1;0;62;5;16;23.8
588;Federico Medina;ARG;FW;Banfield;Liga Profesional Argentina;19;2004;1;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;4;4;100.0;72;43;0;0;;3;3;100.0;0;0;;0;0.0;0.0;0.0;0;1;0;0;2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;0;0;0;0;0;8;1;2;5;2;0;8;1;1;100.0;0;0.0;4;32;21;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
590;Tobías Medina;ARG;MF,FW;San Lorenzo;Liga Profesional Argentina;19;2004;2;0;55;0.6;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;4;4;0.00;0.00;0.00;0.00;0.00;0.00;0.15;0.15;0.00;0.15;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;37;44;84.1;552;92;19;21;90.5;14;17;82.4;2;4;50.0;0;0.1;0.1;-0.1;1;3;1;1;4;2;3.27;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;0;1;0;0;0;0;;0;0;0;0;0;1;1;0;52;1;4;23;25;3;52;0;0;;0;;24;120;51;0;3;0;3;1;36;4;0;0;0;0;1;1;5;0;0;0;0;0;3;1;1;50.0
